destin_place,effective_time,origin_place,planned_time,process_id,service_pos,service_type,transport_id,transport_oper
166,261.0,166,2880.0,625,0,dlv,13954,outgoing
431,232.0,431,327.0,626,0,rcs,863,incoming
815,172.0,431,150.0,626,1,dep,863,incoming
815,501.0,431,765.0,626,1,rcf,863,incoming
815,27.0,815,5235.0,626,0,dlv,863,incoming
614,204.0,614,235.0,626,0,rcs,9360,incoming
815,121.0,614,150.0,626,1,dep,9360,incoming
815,176.0,614,455.0,626,1,rcf,9360,incoming
815,841.0,815,5005.0,626,0,dlv,9360,incoming
431,356.0,431,333.0,626,0,rcs,17,incoming
815,95.0,431,180.0,626,1,dep,17,incoming
815,507.0,431,795.0,626,1,rcf,17,incoming
815,145.0,815,5395.0,626,0,dlv,17,incoming
815,31.0,815,1329.0,626,0,rcs,10165,outgoing
597,1381.0,815,135.0,626,1,dep,10165,outgoing
597,767.0,815,890.0,626,1,rcf,10165,outgoing
597,126.0,597,5160.0,626,0,dlv,10165,outgoing
815,38.0,815,64.0,627,0,rcs,3552,incoming
485,101.0,815,135.0,627,1,dep,3552,incoming
485,214.0,815,295.0,627,1,rcf,3552,incoming
485,139.0,485,5160.0,627,0,dlv,3552,incoming
815,1.0,815,339.0,627,0,rcs,3535,incoming
485,524.0,815,240.0,627,1,dep,3535,incoming
485,200.0,815,285.0,627,1,rcf,3535,incoming
485,1744.0,485,5160.0,627,0,dlv,3535,incoming
727,56.0,727,94.0,627,0,rcs,13883,incoming
485,120.0,727,120.0,627,1,dep,13883,incoming
485,265.0,727,210.0,627,1,rcf,13883,incoming
485,794.0,485,2880.0,627,0,dlv,13883,incoming
485,951.0,485,1806.0,627,0,rcs,14509,outgoing
700,914.0,485,90.0,627,1,dep,14509,outgoing
700,909.0,485,1250.0,627,1,rcf,14509,outgoing
700,380.0,700,3780.0,627,0,dlv,14509,outgoing
753,1647.0,753,1694.0,628,0,rcs,7129,incoming
128,301.0,753,300.0,628,1,dep,7129,incoming
233,705.0,128,1065.0,628,2,dep,7129,incoming
128,1554.0,753,1275.0,628,1,rcf,7129,incoming
233,591.0,128,510.0,628,2,rcf,7129,incoming
233,1307.0,233,3960.0,628,0,dlv,7129,incoming
233,35356.0,233,39381.0,628,0,rcs,13897,outgoing
700,4076.0,233,90.0,628,1,dep,13897,outgoing
700,1061.0,233,1385.0,628,1,rcf,13897,outgoing
700,815.0,700,3780.0,628,0,dlv,13897,outgoing
413,114.0,413,20.0,629,0,rcs,6289,incoming
128,166.0,413,300.0,629,1,dep,6289,incoming
128,862.0,413,970.0,629,1,rcf,6289,incoming
128,1459.0,128,4020.0,629,0,dlv,6289,incoming
476,4367.0,476,4868.0,629,0,rcs,3183,incoming
128,531.0,476,90.0,629,1,dep,3183,incoming
128,948.0,476,1140.0,629,1,rcf,3183,incoming
128,868.0,128,3780.0,629,0,dlv,3183,incoming
128,1150.0,128,2769.0,629,0,rcs,8731,outgoing
783,1822.0,128,240.0,629,1,dep,8731,outgoing
783,1692.0,128,2470.0,629,1,rcf,8731,outgoing
783,717.0,783,3960.0,629,0,dlv,8731,outgoing
789,197.0,789,1013.0,630,0,rcs,61,incoming
128,1106.0,789,300.0,630,1,dep,61,incoming
815,2387.0,128,3040.0,630,2,dep,61,incoming
128,1286.0,789,1050.0,630,1,rcf,61,incoming
815,877.0,128,1080.0,630,2,rcf,61,incoming
815,1721.0,815,3960.0,630,0,dlv,61,incoming
431,85.0,431,200.0,630,0,rcs,68,incoming
815,205.0,431,150.0,630,1,dep,68,incoming
815,511.0,431,795.0,630,1,rcf,68,incoming
815,70.0,815,2880.0,630,0,dlv,68,incoming
128,136.0,128,229.0,630,0,rcs,6685,incoming
815,288.0,128,150.0,630,1,dep,6685,incoming
815,5.0,128,110.0,630,1,rcf,6685,incoming
815,2397.0,815,4230.0,630,0,dlv,6685,incoming
815,264.0,815,344.0,630,0,rcs,9811,outgoing
371,268.0,815,240.0,630,1,dep,9811,outgoing
371,717.0,815,850.0,630,1,rcf,9811,outgoing
371,503.0,371,5220.0,630,0,dlv,9811,outgoing
700,1642.0,700,2020.0,631,0,rcs,2162,incoming
128,430.0,700,90.0,631,1,dep,2162,incoming
128,941.0,700,1275.0,631,1,rcf,2162,incoming
128,191.0,128,3780.0,631,0,dlv,2162,incoming
371,3146.0,371,3272.0,631,0,rcs,1073,incoming
128,349.0,371,240.0,631,1,dep,1073,incoming
128,789.0,371,1055.0,631,1,rcf,1073,incoming
128,1078.0,128,3900.0,631,0,dlv,1073,incoming
128,62.0,128,128.0,631,0,rcs,6895,outgoing
456,265.0,128,240.0,631,1,dep,6895,outgoing
456,716.0,128,970.0,631,1,rcf,6895,outgoing
456,147.0,456,3960.0,631,0,dlv,6895,outgoing
128,3316.0,128,4540.0,632,0,rcs,13751,incoming
700,1471.0,128,90.0,632,1,dep,13751,incoming
700,1279.0,128,1405.0,632,1,rcf,13751,incoming
700,248.0,700,3780.0,632,0,dlv,13751,incoming
609,1338.0,609,2157.0,632,0,rcs,3192,incoming
700,946.0,609,90.0,632,1,dep,3192,incoming
700,2077.0,609,2335.0,632,1,rcf,3192,incoming
700,2215.0,700,3780.0,632,0,dlv,3192,incoming
485,607.0,485,1046.0,632,0,rcs,14396,incoming
700,505.0,485,90.0,632,1,dep,14396,incoming
700,901.0,485,1250.0,632,1,rcf,14396,incoming
700,21.0,700,3780.0,632,0,dlv,14396,incoming
700,301.0,700,401.0,632,0,rcs,14285,outgoing
561,136.0,700,90.0,632,1,dep,14285,outgoing
561,239.0,700,695.0,632,1,rcf,14285,outgoing
561,2662.0,561,3780.0,632,0,dlv,14285,outgoing
308,2157.0,308,3240.0,633,0,rcs,13584,incoming
341,1335.0,308,300.0,633,1,dep,13584,incoming
341,714.0,308,880.0,633,1,rcf,13584,incoming
341,134.0,341,1620.0,633,0,dlv,13584,incoming
144,417.0,144,1731.0,633,0,rcs,2633,incoming
341,1584.0,144,300.0,633,1,dep,2633,incoming
341,829.0,144,790.0,633,1,rcf,2633,incoming
341,1453.0,341,4080.0,633,0,dlv,2633,incoming
341,1826.0,341,2282.0,633,0,rcs,11504,outgoing
349,831.0,341,420.0,633,1,dep,11504,outgoing
349,992.0,341,980.0,633,1,rcf,11504,outgoing
349,470.0,349,550.0,633,0,dlv,11504,outgoing
233,499.0,233,508.0,634,0,rcs,14596,incoming
783,145.0,233,240.0,634,1,dep,14596,incoming
448,3450.0,783,3049.0,634,2,dep,14596,incoming
783,1192.0,233,1560.0,634,1,rcf,14596,incoming
448,166.0,783,386.0,634,2,rcf,14596,incoming
448,3335.0,448,1454.0,634,0,dlv,14596,incoming
448,1150.0,448,1331.0,634,0,rcs,11522,outgoing
571,301.0,448,180.0,634,1,dep,11522,outgoing
571,292.0,448,260.0,634,1,rcf,11522,outgoing
571,2078.0,571,375.0,634,0,dlv,11522,outgoing
485,1.0,485,155.0,635,0,rcs,13397,incoming
128,257.0,485,150.0,635,1,dep,13397,incoming
128,107.0,485,145.0,635,1,rcf,13397,incoming
128,1472.0,128,4200.0,635,0,dlv,13397,incoming
783,39.0,783,193.0,635,0,rcs,7119,incoming
815,332.0,783,240.0,635,1,dep,7119,incoming
128,607.0,815,460.0,635,2,dep,7119,incoming
815,138.0,783,255.0,635,1,rcf,7119,incoming
128,166.0,815,215.0,635,2,rcf,7119,incoming
128,581.0,128,4890.0,635,0,dlv,7119,incoming
128,19.0,128,632.0,635,0,rcs,11898,outgoing
456,816.0,128,240.0,635,1,dep,11898,outgoing
456,726.0,128,970.0,635,1,rcf,11898,outgoing
456,337.0,456,3960.0,635,0,dlv,11898,outgoing
128,6.0,128,559.0,636,0,rcs,14038,incoming
476,764.0,128,240.0,636,1,dep,14038,incoming
476,672.0,128,960.0,636,1,rcf,14038,incoming
476,202.0,476,3960.0,636,0,dlv,14038,incoming
520,2502.0,520,2272.0,636,0,rcs,12159,incoming
700,157.0,520,90.0,636,1,dep,12159,incoming
476,1046.0,700,1205.0,636,2,dep,12159,incoming
700,529.0,520,725.0,636,1,rcf,12159,incoming
476,962.0,700,1425.0,636,2,rcf,12159,incoming
476,1575.0,476,3780.0,636,0,dlv,12159,incoming
476,74.0,476,181.0,636,0,rcs,5005,outgoing
815,295.0,476,240.0,636,1,dep,5005,outgoing
815,761.0,476,975.0,636,1,rcf,5005,outgoing
815,790.0,815,5040.0,636,0,dlv,5005,outgoing
527,24945.0,527,25592.0,637,0,rcs,9690,incoming
700,714.0,527,90.0,637,1,dep,9690,incoming
671,312.0,700,130.0,637,2,dep,9690,incoming
700,1190.0,527,1385.0,637,1,rcf,9690,incoming
671,365.0,700,800.0,637,2,rcf,9690,incoming
671,413.0,671,3780.0,637,0,dlv,9690,incoming
671,678.0,671,978.0,637,0,rcs,959,outgoing
349,437.0,671,180.0,637,1,dep,959,outgoing
349,889.0,671,900.0,637,1,rcf,959,outgoing
349,3423.0,349,550.0,637,0,dlv,959,outgoing
809,295.0,809,372.0,638,0,rcs,11686,incoming
128,164.0,809,150.0,638,1,dep,11686,incoming
610,414.0,128,425.0,638,2,dep,11686,incoming
128,509.0,809,470.0,638,1,rcf,11686,incoming
610,218.0,128,135.0,638,2,rcf,11686,incoming
610,938.0,610,4230.0,638,0,dlv,11686,incoming
610,734.0,610,1177.0,638,0,rcs,5230,outgoing
128,545.0,610,150.0,638,1,dep,5230,outgoing
332,330.0,128,340.0,638,2,dep,5230,outgoing
128,158.0,610,140.0,638,1,rcf,5230,outgoing
332,548.0,128,815.0,638,2,rcf,5230,outgoing
332,5317.0,332,3840.0,638,0,dlv,5230,outgoing
431,266.0,431,310.0,639,0,rcs,110,incoming
815,285.0,431,300.0,639,1,dep,110,incoming
815,598.0,431,775.0,639,1,rcf,110,incoming
815,53.0,815,5320.0,639,0,dlv,110,incoming
614,89.0,614,198.0,639,0,rcs,9451,incoming
815,221.0,614,150.0,639,1,dep,9451,incoming
815,167.0,614,455.0,639,1,rcf,9451,incoming
815,833.0,815,3565.0,639,0,dlv,9451,incoming
815,87.0,815,214.0,639,0,rcs,3961,outgoing
485,216.0,815,135.0,639,1,dep,3961,outgoing
485,180.0,815,285.0,639,1,rcf,3961,outgoing
485,324.0,485,5160.0,639,0,dlv,3961,outgoing
431,291.0,431,578.0,640,0,rcs,5598,incoming
128,383.0,431,150.0,640,1,dep,5598,incoming
128,507.0,431,495.0,640,1,rcf,5598,incoming
128,317.0,128,4200.0,640,0,dlv,5598,incoming
411,1240.0,411,1442.0,640,0,rcs,5681,incoming
128,429.0,411,240.0,640,1,dep,5681,incoming
128,667.0,411,850.0,640,1,rcf,5681,incoming
128,2849.0,128,4800.0,640,0,dlv,5681,incoming
579,27.0,579,276.0,640,0,rcs,9454,incoming
128,268.0,579,90.0,640,1,dep,9454,incoming
128,568.0,579,1010.0,640,1,rcf,9454,incoming
128,254.0,128,3780.0,640,0,dlv,9454,incoming
128,132.0,128,935.0,640,0,rcs,5484,outgoing
476,1023.0,128,240.0,640,1,dep,5484,outgoing
476,676.0,128,960.0,640,1,rcf,5484,outgoing
476,25.0,476,3960.0,640,0,dlv,5484,outgoing
152,1541.0,152,1790.0,641,0,rcs,522,incoming
128,450.0,152,240.0,641,1,dep,522,incoming
128,525.0,152,700.0,641,1,rcf,522,incoming
128,417.0,128,3960.0,641,0,dlv,522,incoming
286,1581.0,286,1912.0,641,0,rcs,14514,incoming
128,525.0,286,240.0,641,1,dep,14514,incoming
128,971.0,286,1065.0,641,1,rcf,14514,incoming
128,322.0,128,3900.0,641,0,dlv,14514,incoming
128,1350.0,128,1313.0,641,0,rcs,8811,outgoing
597,164.0,128,240.0,641,1,dep,8811,outgoing
597,698.0,128,960.0,641,1,rcf,8811,outgoing
597,193.0,597,3960.0,641,0,dlv,8811,outgoing
555,354.0,555,545.0,642,0,rcs,7505,incoming
371,483.0,555,300.0,642,1,dep,7505,incoming
371,720.0,555,735.0,642,1,rcf,7505,incoming
371,43.0,371,1560.0,642,0,dlv,7505,incoming
555,14895.0,555,14855.0,642,0,rcs,6426,incoming
371,257.0,555,300.0,642,1,dep,6426,incoming
371,561.0,555,735.0,642,1,rcf,6426,incoming
371,107.0,371,1560.0,642,0,dlv,6426,incoming
555,13230.0,555,13479.0,642,0,rcs,7454,incoming
371,588.0,555,300.0,642,1,dep,7454,incoming
371,546.0,555,740.0,642,1,rcf,7454,incoming
371,90.0,371,1560.0,642,0,dlv,7454,incoming
371,225.0,371,245.0,642,0,rcs,14592,outgoing
555,297.0,371,300.0,642,1,dep,14592,outgoing
555,654.0,371,750.0,642,1,rcf,14592,outgoing
555,3534.0,555,1560.0,642,0,dlv,14592,outgoing
233,3902.0,233,4378.0,643,0,rcs,7188,incoming
308,840.0,233,90.0,643,1,dep,7188,incoming
308,599.0,233,1413.0,643,1,rcf,7188,incoming
308,7902.0,308,3780.0,643,0,dlv,7188,incoming
128,2295.0,128,2500.0,643,0,rcs,13720,incoming
609,335.0,128,180.0,643,1,dep,13720,incoming
308,210.0,609,334.0,643,2,dep,13720,incoming
609,535.0,128,731.0,643,1,rcf,13720,incoming
308,2513.0,609,2340.0,643,2,rcf,13720,incoming
308,4182.0,308,4080.0,643,0,dlv,13720,incoming
308,10391.0,308,11300.0,643,0,rcs,7533,outgoing
524,1163.0,308,300.0,643,1,dep,7533,outgoing
524,777.0,308,805.0,643,1,rcf,7533,outgoing
524,5959.0,524,1260.0,643,0,dlv,7533,outgoing
815,50.0,815,1675.0,644,0,rcs,8336,incoming
413,1771.0,815,165.0,644,1,dep,8336,incoming
413,605.0,815,910.0,644,1,rcf,8336,incoming
413,111.0,413,3960.0,644,0,dlv,8336,incoming
727,183.0,727,966.0,644,0,rcs,12043,incoming
128,875.0,727,150.0,644,1,dep,12043,incoming
413,538.0,128,550.0,644,2,dep,12043,incoming
128,164.0,727,120.0,644,1,rcf,12043,incoming
413,568.0,128,635.0,644,2,rcf,12043,incoming
413,295.0,413,4230.0,644,0,dlv,12043,incoming
413,2508.0,413,2754.0,644,0,rcs,6321,outgoing
128,357.0,413,150.0,644,1,dep,6321,outgoing
667,1101.0,128,1095.0,644,2,dep,6321,outgoing
128,697.0,413,700.0,644,1,rcf,6321,outgoing
667,643.0,128,690.0,644,2,rcf,6321,outgoing
667,1250.0,667,4230.0,644,0,dlv,6321,outgoing
456,502.0,456,768.0,645,0,rcs,5894,incoming
700,281.0,456,90.0,645,1,dep,5894,incoming
700,584.0,456,905.0,645,1,rcf,5894,incoming
700,146.0,700,3780.0,645,0,dlv,5894,incoming
128,7700.0,128,8409.0,645,0,rcs,12653,incoming
700,757.0,128,90.0,645,1,dep,12653,incoming
700,842.0,128,1230.0,645,1,rcf,12653,incoming
700,337.0,700,3780.0,645,0,dlv,12653,incoming
700,324.0,700,577.0,645,0,rcs,14320,outgoing
584,295.0,700,90.0,645,1,dep,14320,outgoing
584,483.0,700,860.0,645,1,rcf,14320,outgoing
584,3161.0,584,3780.0,645,0,dlv,14320,outgoing
166,142.0,166,1045.0,646,0,rcs,2771,incoming
128,1033.0,166,180.0,646,1,dep,2771,incoming
700,736.0,128,650.0,646,2,dep,2771,incoming
128,166.0,166,225.0,646,1,rcf,2771,incoming
700,854.0,128,865.0,646,2,rcf,2771,incoming
700,291.0,700,4140.0,646,0,dlv,2771,incoming
456,1336.0,456,1709.0,646,0,rcs,5870,incoming
700,401.0,456,90.0,646,1,dep,5870,incoming
700,801.0,456,1060.0,646,1,rcf,5870,incoming
700,51.0,700,3780.0,646,0,dlv,5870,incoming
113,10385.0,113,10601.0,646,0,rcs,1988,incoming
700,269.0,113,90.0,646,1,dep,1988,incoming
700,693.0,113,1130.0,646,1,rcf,1988,incoming
700,503.0,700,3780.0,646,0,dlv,1988,incoming
700,1647.0,700,1860.0,646,0,rcs,14346,outgoing
349,359.0,700,90.0,646,1,dep,14346,outgoing
349,1142.0,700,1590.0,646,1,rcf,14346,outgoing
349,22427.0,349,3780.0,646,0,dlv,14346,outgoing
628,831.0,628,1310.0,647,0,rcs,9859,incoming
128,741.0,628,300.0,647,1,dep,9859,incoming
485,745.0,128,885.0,647,2,dep,9859,incoming
128,950.0,628,920.0,647,1,rcf,9859,incoming
485,1083.0,128,1141.0,647,2,rcf,9859,incoming
485,514.0,485,3960.0,647,0,dlv,9859,incoming
485,714.0,485,921.0,647,0,rcs,5844,outgoing
349,412.0,485,240.0,647,1,dep,5844,outgoing
349,121.0,485,150.0,647,1,rcf,5844,outgoing
349,1154.0,349,550.0,647,0,dlv,5844,outgoing
609,1118.0,609,1475.0,648,0,rcs,4951,incoming
815,597.0,609,300.0,648,1,dep,4951,incoming
815,766.0,609,820.0,648,1,rcf,4951,incoming
815,13.0,815,5315.0,648,0,dlv,4951,incoming
431,3.0,431,47.0,648,0,rcs,24,incoming
815,284.0,431,300.0,648,1,dep,24,incoming
815,651.0,431,770.0,648,1,rcf,24,incoming
815,12.0,815,5325.0,648,0,dlv,24,incoming
614,132.0,614,182.0,648,0,rcs,9373,incoming
815,165.0,614,150.0,648,1,dep,9373,incoming
815,179.0,614,455.0,648,1,rcf,9373,incoming
815,3734.0,815,3565.0,648,0,dlv,9373,incoming
815,39.0,815,1359.0,648,0,rcs,4175,outgoing
597,1503.0,815,240.0,648,1,dep,4175,outgoing
597,887.0,815,890.0,648,1,rcf,4175,outgoing
597,14554.0,597,5160.0,648,0,dlv,4175,outgoing
614,1539.0,614,1600.0,649,0,rcs,9543,incoming
815,147.0,614,150.0,649,1,dep,9543,incoming
815,161.0,614,455.0,649,1,rcf,9543,incoming
815,3775.0,815,3565.0,649,0,dlv,9543,incoming
431,251.0,431,354.0,649,0,rcs,54,incoming
815,330.0,431,300.0,649,1,dep,54,incoming
815,566.0,431,775.0,649,1,rcf,54,incoming
815,1106.0,815,5320.0,649,0,dlv,54,incoming
815,74.0,815,1029.0,649,0,rcs,10608,outgoing
774,1165.0,815,240.0,649,1,dep,10608,outgoing
774,180.0,815,215.0,649,1,rcf,10608,outgoing
774,1096.0,774,5490.0,649,0,dlv,10608,outgoing
527,668.0,527,1345.0,650,0,rcs,11875,incoming
610,726.0,527,120.0,650,1,dep,11875,incoming
166,107.0,610,105.0,650,2,dep,11875,incoming
610,150.0,527,145.0,650,1,rcf,11875,incoming
166,67.0,610,50.0,650,2,rcf,11875,incoming
166,1157.0,166,2880.0,650,0,dlv,11875,incoming
140,1600.0,140,1754.0,650,0,rcs,10188,incoming
128,255.0,140,150.0,650,1,dep,10188,incoming
166,956.0,128,965.0,650,2,dep,10188,incoming
128,252.0,140,240.0,650,1,rcf,10188,incoming
166,105.0,128,135.0,650,2,rcf,10188,incoming
166,1393.0,166,4230.0,650,0,dlv,10188,incoming
166,1745.0,166,1961.0,650,0,rcs,5116,outgoing
349,336.0,166,180.0,650,1,dep,5116,outgoing
413,2667.0,349,2135.0,650,2,dep,5116,outgoing
349,1582.0,166,2010.0,650,1,rcf,5116,outgoing
413,1759.0,349,1930.0,650,2,rcf,5116,outgoing
413,293.0,413,420.0,650,0,dlv,5116,outgoing
456,234.0,456,1088.0,651,0,rcs,9657,incoming
128,957.0,456,150.0,651,1,dep,9657,incoming
128,761.0,456,790.0,651,1,rcf,9657,incoming
128,959.0,128,4200.0,651,0,dlv,9657,incoming
752,2277.0,752,2353.0,651,0,rcs,11648,incoming
128,287.0,752,240.0,651,1,dep,11648,incoming
128,463.0,752,585.0,651,1,rcf,11648,incoming
128,492.0,128,3960.0,651,0,dlv,11648,incoming
128,90.0,128,152.0,651,0,rcs,11554,outgoing
815,163.0,128,150.0,651,1,dep,11554,outgoing
815,100.0,128,115.0,651,1,rcf,11554,outgoing
815,613.0,815,4230.0,651,0,dlv,11554,outgoing
134,330.0,134,1380.0,652,0,rcs,10938,incoming
609,1140.0,134,150.0,652,1,dep,10938,incoming
609,599.0,134,635.0,652,1,rcf,10938,incoming
609,1821.0,609,2880.0,652,0,dlv,10938,incoming
206,2084.0,206,3205.0,652,0,rcs,5204,incoming
700,1159.0,206,90.0,652,1,dep,5204,incoming
609,1539.0,700,940.0,652,2,dep,5204,incoming
700,440.0,206,805.0,652,1,rcf,5204,incoming
609,1762.0,700,2035.0,652,2,rcf,5204,incoming
609,2456.0,609,3780.0,652,0,dlv,5204,incoming
609,13321.0,609,14445.0,652,0,rcs,7422,outgoing
299,1478.0,609,300.0,652,1,dep,7422,outgoing
299,1194.0,609,1045.0,652,1,rcf,7422,outgoing
299,607.0,299,1200.0,652,0,dlv,7422,outgoing
308,1267.0,308,1952.0,653,0,rcs,2325,incoming
233,715.0,308,90.0,653,1,dep,2325,incoming
233,960.0,308,1255.0,653,1,rcf,2325,incoming
233,804.0,233,3780.0,653,0,dlv,2325,incoming
233,35776.0,233,36338.0,653,0,rcs,13890,outgoing
700,1206.0,233,90.0,653,1,dep,13890,outgoing
538,292.0,700,670.0,653,2,dep,13890,outgoing
700,1181.0,233,1385.0,653,1,rcf,13890,outgoing
538,767.0,700,920.0,653,2,rcf,13890,outgoing
538,787.0,538,3780.0,653,0,dlv,13890,outgoing
456,215.0,456,259.0,654,0,rcs,12625,incoming
349,239.0,456,240.0,654,1,dep,12625,incoming
663,2836.0,349,2620.0,654,2,dep,12625,incoming
349,902.0,456,1180.0,654,1,rcf,12625,incoming
663,637.0,349,798.0,654,2,rcf,12625,incoming
663,1027.0,663,1002.0,654,0,dlv,12625,incoming
216,1056.0,216,1644.0,654,0,rcs,909,incoming
815,888.0,216,330.0,654,1,dep,909,incoming
663,1143.0,815,985.0,654,2,dep,909,incoming
815,550.0,216,735.0,654,1,rcf,909,incoming
663,105.0,815,200.0,654,2,rcf,909,incoming
663,1496.0,663,3780.0,654,0,dlv,909,incoming
663,60.0,663,212.0,654,0,rcs,9458,outgoing
349,362.0,663,270.0,654,1,dep,9458,outgoing
144,1051.0,349,925.0,654,2,dep,9458,outgoing
349,640.0,663,780.0,654,1,rcf,9458,outgoing
144,896.0,349,1162.0,654,2,rcf,9458,outgoing
144,1933.0,144,473.0,654,0,dlv,9458,outgoing
281,145.0,281,150.0,655,0,rcs,9960,incoming
815,95.0,281,150.0,655,1,dep,9960,incoming
815,182.0,281,410.0,655,1,rcf,9960,incoming
815,832.0,815,3450.0,655,0,dlv,9960,incoming
597,364.0,597,1082.0,655,0,rcs,5020,incoming
815,808.0,597,150.0,655,1,dep,5020,incoming
815,832.0,597,1050.0,655,1,rcf,5020,incoming
815,2808.0,815,3490.0,655,0,dlv,5020,incoming
233,511.0,233,933.0,655,0,rcs,12530,incoming
815,572.0,233,210.0,655,1,dep,12530,incoming
815,741.0,233,1000.0,655,1,rcf,12530,incoming
815,754.0,815,5165.0,655,0,dlv,12530,incoming
815,142.0,815,337.0,655,0,rcs,4481,outgoing
485,404.0,815,240.0,655,1,dep,4481,outgoing
485,280.0,815,285.0,655,1,rcf,4481,outgoing
485,1026.0,485,5160.0,655,0,dlv,4481,outgoing
663,1469.0,663,1516.0,656,0,rcs,8355,incoming
500,197.0,663,210.0,656,1,dep,8355,incoming
815,52.0,500,89.0,656,2,dep,8355,incoming
555,1472.0,815,1325.0,656,3,dep,8355,incoming
500,520.0,663,450.0,656,1,rcf,8355,incoming
815,761.0,500,901.0,656,2,rcf,8355,incoming
555,744.0,815,705.0,656,3,rcf,8355,incoming
555,3826.0,555,5760.0,656,0,dlv,8355,incoming
201,8401.0,201,8320.0,656,0,rcs,5875,incoming
555,170.0,201,300.0,656,1,dep,5875,incoming
555,406.0,201,885.0,656,1,rcf,5875,incoming
555,114.0,555,1560.0,656,0,dlv,5875,incoming
815,62.0,815,177.0,656,0,rcs,10908,incoming
555,198.0,815,135.0,656,1,dep,10908,incoming
555,625.0,815,705.0,656,1,rcf,10908,incoming
555,94.0,555,5760.0,656,0,dlv,10908,incoming
555,1226.0,555,3135.0,656,0,rcs,553,outgoing
371,2162.0,555,300.0,656,1,dep,553,outgoing
371,606.0,555,740.0,656,1,rcf,553,outgoing
371,71.0,371,1560.0,656,0,dlv,553,outgoing
571,206.0,571,499.0,657,0,rcs,5826,incoming
815,411.0,571,180.0,657,1,dep,5826,incoming
236,411.0,815,295.0,657,2,dep,5826,incoming
815,113.0,571,235.0,657,1,rcf,5826,incoming
236,113.0,815,290.0,657,2,rcf,5826,incoming
236,5.0,236,5100.0,657,0,dlv,5826,incoming
524,685.0,524,1234.0,657,0,rcs,435,incoming
815,789.0,524,300.0,657,1,dep,435,incoming
236,2399.0,815,2330.0,657,2,dep,435,incoming
815,236.0,524,315.0,657,1,rcf,435,incoming
236,117.0,815,290.0,657,2,rcf,435,incoming
236,30.0,236,5100.0,657,0,dlv,435,incoming
476,301.0,476,2401.0,657,0,rcs,2034,incoming
349,2511.0,476,480.0,657,1,dep,2034,incoming
236,2104.0,349,1805.0,657,2,dep,2034,incoming
349,690.0,476,995.0,657,1,rcf,2034,incoming
236,475.0,349,830.0,657,2,rcf,2034,incoming
236,30.0,236,340.0,657,0,dlv,2034,incoming
236,6821.0,236,8115.0,657,0,rcs,8470,outgoing
815,1354.0,236,120.0,657,1,dep,8470,outgoing
403,705.0,815,460.0,657,2,dep,8470,outgoing
815,177.0,236,420.0,657,1,rcf,8470,outgoing
403,816.0,815,945.0,657,2,rcf,8470,outgoing
403,714.0,403,5160.0,657,0,dlv,8470,outgoing
128,625.0,128,1511.0,658,0,rcs,1803,incoming
579,1046.0,128,240.0,658,1,dep,1803,incoming
579,766.0,128,800.0,658,1,rcf,1803,incoming
579,281.0,579,3960.0,658,0,dlv,1803,incoming
579,1.0,579,90.0,658,0,rcs,9970,outgoing
349,179.0,579,150.0,658,1,dep,9970,outgoing
349,639.0,579,475.0,658,1,rcf,9970,outgoing
349,163.0,349,475.0,658,0,dlv,9970,outgoing
341,4263.0,341,4245.0,659,0,rcs,3242,incoming
431,234.0,341,300.0,659,1,dep,3242,incoming
431,712.0,341,890.0,659,1,rcf,3242,incoming
431,5056.0,431,1140.0,659,0,dlv,3242,incoming
128,18.0,128,306.0,659,0,rcs,12174,incoming
431,487.0,128,240.0,659,1,dep,12174,incoming
431,1099.0,128,785.0,659,1,rcf,12174,incoming
431,805.0,431,3960.0,659,0,dlv,12174,incoming
341,7165.0,341,7115.0,659,0,rcs,968,incoming
431,212.0,341,300.0,659,1,dep,968,incoming
431,759.0,341,890.0,659,1,rcf,968,incoming
431,9409.0,431,1140.0,659,0,dlv,968,incoming
431,104.0,431,316.0,659,0,rcs,2339,outgoing
700,233.0,431,90.0,659,1,dep,2339,outgoing
742,702.0,700,345.0,659,2,dep,2339,outgoing
700,1439.0,431,1780.0,659,1,rcf,2339,outgoing
742,621.0,700,965.0,659,2,rcf,2339,outgoing
742,1182.0,742,3780.0,659,0,dlv,2339,outgoing
456,686.0,456,1211.0,660,0,rcs,1733,incoming
128,723.0,456,240.0,660,1,dep,1733,incoming
128,929.0,456,1015.0,660,1,rcf,1733,incoming
128,1119.0,128,3960.0,660,0,dlv,1733,incoming
579,6.0,579,47.0,660,0,rcs,7219,incoming
128,89.0,579,90.0,660,1,dep,7219,incoming
128,694.0,579,815.0,660,1,rcf,7219,incoming
128,228.0,128,3960.0,660,0,dlv,7219,incoming
128,1566.0,128,2086.0,660,0,rcs,12849,outgoing
700,558.0,128,90.0,660,1,dep,12849,outgoing
700,1074.0,128,1400.0,660,1,rcf,12849,outgoing
700,51.0,700,3780.0,660,0,dlv,12849,outgoing
700,1053.0,700,1344.0,661,0,rcs,8765,incoming
671,319.0,700,90.0,661,1,dep,8765,incoming
671,379.0,700,800.0,661,1,rcf,8765,incoming
671,1715.0,671,3780.0,661,0,dlv,8765,incoming
700,806.0,700,1441.0,661,0,rcs,9323,incoming
671,671.0,700,90.0,661,1,dep,9323,incoming
671,356.0,700,800.0,661,1,rcf,9323,incoming
671,931.0,671,3780.0,661,0,dlv,9323,incoming
